@relation 'XXXXXXL2 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R1,4,8-weka.filters.unsupervised.attribute.Reorder-R4,6,2,3,5,1'

@attribute 'ktore rolowanie' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'status pozyczki' {dobry,zly}
@attribute plec {mezczyzna,kobieta}
@attribute 'miesieczny dochod netto' {'\'(-inf-546.26]\'','\'(546.26-inf)\''}
@attribute 'okres w jakim pobieral dochod' {'\'(-inf-5.5]\'','\'(5.5-inf)\''}
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}

@data
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(-inf-546.26]\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(-inf-546.26]\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',zly,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(-inf-546.26]\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(-inf-546.26]\'','\'(-inf-5.5]\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(-inf-5.5]\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(30.4-42.8]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(67.6-inf)\''
'\'(-inf-0.5]\'',zly,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(-inf-0.5]\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(55.2-67.6]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(-inf-30.4]\''
'\'(0.5-inf)\'',dobry,kobieta,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
'\'(0.5-inf)\'',dobry,mezczyzna,'\'(546.26-inf)\'','\'(5.5-inf)\'','\'(42.8-55.2]\''
